time;receiver;ttc;risk
64000400000;veh_5;10.738351596462342;SAFE
64001400000;veh_4;5.062590673234628;SAFE
64001900000;veh_1;7.362153980054556E12;SAFE
64001900000;veh_3;0.7833599573005151;CRITICAL
64100400000;veh_0;Infinity;SAFE
64100400000;veh_1;7.362153980054556E12;SAFE
64100400000;veh_3;0.8828126899822064;CRITICAL
64100400000;veh_4;5.023254540294862;SAFE
64100900000;veh_5;10.638376532174567;SAFE
64101900000;veh_5;10.638376532174567;SAFE
64102400000;veh_0;Infinity;SAFE
64102400000;veh_3;0.8828126899822064;CRITICAL
64500900000;veh_3;1.281510175650119;CRITICAL
64501400000;veh_5;10.238476822920584;SAFE
64502400000;veh_1;7.362153980054556E12;SAFE
64502400000;veh_4;4.867646055831924;SAFE
65000400000;veh_4;4.677936529422255;SAFE
65000900000;veh_3;1.78075961921642;CRITICAL
65001400000;veh_1;7.362153980054556E12;SAFE
65002400000;veh_5;9.738603545961904;SAFE
65100400000;veh_3;1.8806644139233375;CRITICAL
65100900000;veh_4;4.640636859599218;SAFE
65101400000;veh_5;9.638629090732866;SAFE
65102400000;veh_0;Infinity;SAFE
65500400000;veh_3;2.2803864358733756;WARNING
65500400000;veh_4;4.297190727223489;SAFE
65500400000;veh_5;9.238728159126536;SAFE
65501400000;veh_1;7.362153980054556E12;SAFE
66001400000;veh_3;2.780187179935961;WARNING
66001400000;veh_4;3.6231125088055385;WARNING
66001900000;veh_1;7.362153980054556E12;SAFE
66001900000;veh_5;8.738838808111703;SAFE
66100400000;veh_0;Infinity;SAFE
66100400000;veh_1;7.362153980054556E12;SAFE
66100900000;veh_0;Infinity;SAFE
66100900000;veh_3;2.880160232535298;WARNING
66101400000;veh_1;7.362153980054556E12;SAFE
66101400000;veh_4;3.492592831924085;WARNING
66101900000;veh_1;7.362153980054556E12;SAFE
66101900000;veh_3;2.880160232535298;WARNING
66101900000;veh_5;8.638860937977416;SAFE
66102400000;veh_4;3.492592831924085;WARNING
66500900000;veh_5;8.23894945744398;SAFE
66501400000;veh_4;2.9836747236831465;WARNING
66501900000;veh_3;3.2800823461981996;WARNING
66502400000;veh_1;7.362153980054556E12;SAFE
67000900000;veh_5;7.7390601070233185;SAFE
67002400000;veh_1;7.362153980054556E12;SAFE
67002400000;veh_3;3.7800079254573307;WARNING
67002400000;veh_4;2.374849046873802;WARNING
67002400000;veh_6;13.737622519998823;SAFE
67101900000;veh_0;Infinity;SAFE
67102400000;veh_3;3.879991225777636;WARNING
67102400000;veh_4;2.256449829615871;WARNING
67102400000;veh_5;7.639082236992899;SAFE
67102400000;veh_6;13.637646360558085;SAFE
67500400000;veh_1;7.362153980054556E12;SAFE
67500900000;veh_4;1.793269786656995;CRITICAL
